,repo_name,method_invocations
254,aws-samples/aws-sdk-unity-samples,0
255,ecidevilin/UnityMeshSimplify,9
256,Flafla2/Unity-Wiimote,0
257,Chman/Moments,1
258,KeyleXiao/UNITY3D-DATA-VIEWER,0
259,modesttree/Projeny,0
260,modesttree/Projeny,0
261,akof1314/UnityAssetDanshari,0
262,unity-plugins/google-services-unity,0
263,GlitchEnzo/UnityPSDLayoutTool,0
264,vis2k/Mirror,18
265,IronWarrior/UnityReplaySystem,7
266,mopsicus/UnityMobileInput,4
267,tsubaki/Unity-Excel-Importer-Maker,0
268,bitcraftCoLtd/protobuf3-for-unity,0
269,nickjanssen/UnityToThreeExporter,0
270,georgejecook/UnityTimelineEvents,0
271,sschmid/Entitas-CSharp,0
272,jeffvella/UnityNativeCollision,0
273,mjholtzem/Unity-2D-Destruction,1
274,Unity-Technologies/unityscript2csharp,0
275,keijiro/KvantSwarm,0
276,fmod/UnityIntegration,0
277,ExtendRealityLtd/VRTK,0
278,playdeadgames/temporal,0
279,tutsplus/UnityFruitCutter,4
280,TomorrowTodayLabs/NewtonVR,0
281,ExtendRealityLtd/VRTK,0
282,ProtoTurtle/UnityBitmapDrawing,0
283,Unity-Technologies/AutoLOD,0
284,keijiro/FFmpegOut,0
285,NetEase/pomelo-unityclient,0
286,opencog/unity3d-opencog-game,20
287,JustInvoke/Randomation-Vehicle-Physics,23
288,talecrafter/AnimationImporter,0
289,Real-Serious-Games/Unity-Weld,0
290,keijiro/Pcx,0
291,marian42/wavefunctioncollapse,12
292,Looking-Glass/JoyconLib,0
293,lordofduct/spacepuppy-unity-framework,101
294,Mizipzor/UnityTileMap,10
295,Unity-Technologies/AutoLOD,0
296,keijiro/ShaderGraphExamples,0
297,andrewmacquarrie/UnityProjectionMapping,12
298,Scrawk/Ceto,23
299,Kogarasi/Unity-Webview,0
300,Looking-Glass/JoyconLib,0
301,cesardeazevedo/Unity3D-Python-Editor,0
302,yasirkula/UnityDynamicPanels,7
303,luzan/UnityVideoPlayer,0
304,mattatz/unity-teddy,7
305,123zzj123/Unity,119
306,CodeGize/UnitySapi,0
307,Seneral/Node_Editor_Framework,0
308,marian42/wavefunctioncollapse,12
309,Bunny83/UnityWindowsFileDrag-Drop,0
310,Bunny83/UnityWindowsFileDrag-Drop,0
311,Seneral/Node_Editor_Framework,0
312,judah4/HSV-Color-Picker-Unity,1
313,vovacooper/Unity3d_MQTT,0
314,k-lock/Unity3D,115
315,Leopotam/LeopotamGroupLibraryUnity,12
316,andydbc/unity-shadergraph-sandbox,0
317,microsoft/unityplugins,3
318,adevine1618/KinectSDK-Unity3D_Interface_Plugin,0
319,unitycontainer/container,0
320,traggett/UnityFramework,0
321,microsoft/MRDL_Unity_PeriodicTable,0
322,yasirkula/UnitySimplePatchTool,0
323,FatihBAKIR/UnityPacker,0
324,mortennobel/UnityUtils,0
325,HipsterSloth/psmove-unity5,57
326,WestHillApps/UniGif,0
327,5argon/protobuf-unity,0
328,wudixiaop/ShaderlabVS,0
329,valryon/water2d-unity,0
330,Xerxes1138/UnitySSR,0
331,zulfajuniadi/unity-ecs-navmesh,9
332,coding2233/UnityPaint,4
333,inkle/ink-unity-integration,1
334,asus4/UnityNativeDialogPlugin,0
335,Meragon/Unity-WinForms,0
336,Elringus/SpriteDicing,0
337,jamiltron/2048-unity,11
338,bitrave/azure-mobile-services-for-unity3d,7
339,EdyJ/blender-to-unity3d-importer,0
340,Over17/UnityAndroidPermissions,0
341,EdyJ/blender-to-unity3d-importer,0
342,andydbc/unity-frosted-glass,2
343,ouya/ouya-unity-plugin-old,47
344,prime31/RecyclerKit,0
345,s-m-k/Unity-Animation-Hierarchy-Editor,0
346,stillwwater/command_terminal,0
347,keijiro/SkyboxPlus,0
348,robertcupisz/LightShafts,0
349,mattatz/unity-triangulation2D,3
350,unity3d-jp/NVIDIAHairWorksIntegration,9
351,rotorz/unity3d-reorderable-list,0
352,Tencent/InjectFix,0
353,paynechu/jsonfx-for-unity3d,0
354,mattatz/unity-triangulation2D,3
355,meta-42/UnityFramework,13
356,robertcupisz/LightShafts,0
357,ejlv/UnityDarkThemePatch,0
358,Unity-Technologies/InputSystem,0
359,n-yoda/unity-vertex-effects,0
360,MrNerverDie/Unity-Flappy-Bird,1
361,NoelFB/UnityTile3D,0
362,GreatArcStudios/unitypausemenu,2
363,Unity-Technologies/InputSystem,0
364,kimsama/unity3d-webview-csharp,2
365,winxalex/Unity3d-InputMapper,21
366,Elringus/SpriteGlow,0
367,williambl/unity-destruction,4
368,zs9024/UnityRTC,0
369,BepInEx/BepInEx,7
370,stella3d/job-system-cookbook,0
371,PlayFab/UnityEditorExtensions,0
372,mapbox/mapbox-ar-unity,97
373,muckSponge/UnityAsync,1
374,ViveSoftware/ViveInputUtility-Unity,114
375,keijiro/RippleEffect,0
376,soomla/soomla-unity3d-core,0
377,mattatz/unity-volume-rendering,4
378,eliasts/Ocean_Community_Next_Gen,7
379,tucano/UnityRandom,1
380,yukihiko/ThreeDPoseUnitySample,22
381,Cotoff/UnityHeapEx,0
382,Elringus/SpriteGlow,0
383,keijiro/UnityCubes,0
384,kode80/UnityTools,1
385,LingJiJian/NavmeshExport,2
386,jbruening/unity3d-extensions,0
387,coding2233/TextInlineSprite,0
388,PushyPixels/BreakfastWithUnity,75
389,CaptainHillman/UnityTools,27
390,neil3d/UnityRemoteLog,0
391,newman55/unity-mod-manager,12
392,heroiclabs/nakama-unity,0
393,coding2233/UnityGameFramework,23
394,jongallant/DungeonGenerator,1
395,sttsai/PBaseDefense_Unity3D_Ver5,2
396,rayosu/UnityDllInjector,0
397,prime31/TouchKit,44
398,GameGrind/Simple-RPG-in-Unity,55
399,sonicether/SEGI,31
400,sonicether/SEGI,31
401,GameGrind/Simple-RPG-in-Unity,55
402,meniku/NPBehave,1
403,marcteys/unityFaceTracking,0
404,Scrawk/Marching-Cubes,0
405,ray-cast/UnityVOXFileImport,0
406,SaiTingHu/HTFramework,15
407,setchi/FancyScrollView,0
408,miguel12345/UnityWireframeRenderer,0
409,Syn-McJ/TFClassify-Unity,0
410,andydbc/unity-texture-packer,0
411,mob-sakai/SoftMaskForUGUI,0
412,sjai013/UnityGameplayAbilitySystem,21
413,OSVR/OSVR-Unity,15
414,keijiro/NoiseBall,0
415,Ninjajie/Fusion,33
416,Thundernerd/Unity3D-ExtendedEditor,13
417,dilmerv/UnityVFXEssentials,0
418,keijiro/Firefly,0
419,kyubuns/Baum2,0
420,sideeffects/HoudiniEngineForUnity_deprecated,2
421,ReaLisApp/Unity,57
422,hussien89aa/Unity2DGameTutorial,7
423,gitgiter/unity3d-learning,23
424,runwayml/unity,0
425,UnityTutorialsHD/Unity-Tutorial-Assets,24
426,Thundernerd/Unity3D-ExtendedEvent,0
427,MrJoy/UnityREPL,0
428,sharpaccent/Astar-for-Unity,0
429,adrenak/Tork,3
430,keijiro/KvantWig,0
431,nickgravelyn/UnityTiled,0
432,off99555/Unity3D-Python-Communication,0
433,robertoardila/support-unity-memoryprofiler,0
434,zezba9000/UnityMathReference,1
435,microsoft/xbox-live-unity-plugin,16
436,dgkanatsios/FlappyBirdStyleGame,9
437,keijiro/SpektrLightning,1
438,codeMonkeyWang/UnityChanAR,26
439,eral/UnityUIExtention,0
440,jareguo/unity-ugui,0
441,paullj/unity-tilemap,0
442,OskarSigvardsson/unity-delaunay,30
443,Mukarillo/UnityDynamicScrollRect,10
444,marijnz/unity-shell,0
445,AdamRamberg/unity-atoms,12
446,keijiro/KinoContour,0
447,Unity-Technologies/DOTS-Shmup3D-sample,19
448,ThirdPartyNinjas/UnityTools,0
449,Brackeys/RPG-Tutorial,20
450,microsoft/MapsSDK-Unity,4
451,TobiasWehrum/unity-utilities,8
452,keijiro/UnityMrtTest,0
453,TheAllenChou/unity-cj-lib,2
454,dr-matt-smith/unity-5-cookbook-codes,69
455,mtschoen/JSONObject,0
456,Scrawk/Terrain-Topology-Algorithms,0
457,AllenKashiwa/StudyUnity,8
458,xieliujian/UnityDemo_ProjectorShadow,5
459,Dharengo/Spriter2UnityDX,0
460,kwanchangnim/Jello-Physics,0
461,f111fei/react-native-unity-demo,0
462,neuecc/MessagePack-CSharp,0
463,chenjd/Realistic-Real-Time-Grass-Rendering-With-Unity,0
464,sanukin39/UniClipboard,0
465,miketucker/UnityAudioVisualizerTutorial,12
466,TakuanDaikon/DFGUI,37
467,FriskeKC31/UnityTutorials,16
468,trulyspinach/Unity-Neural-Network-Tanks-AI,3
469,igiagkiozis/CrystalAI,0
470,xasset/xasset,0
471,schlunsen/UnityAwesomium,8
472,keijiro/KvantStream,0
473,zhenghongzhi/Unity-JumpJump,3
474,joexi/Excel4Unity,0
475,PhilSA/ECSPhysics,0
476,Siccity/GLTFUtility,0
477,unity3d-jp/UnityChanBallRoll,33
478,stereolabs/zed-unity,55
479,kobakei/unity-gcm,0
480,unity3d-jp/UnityChanBallRoll,33
481,hecomi/UnityECSBoidsSimulation,0
482,L-Lawliet/UGUIExtend,0
483,kobakei/unity-gcm,0
484,jaredmessenger/unity3d-google-analytics,0
485,hiryma/UnitySamples,36
486,GameBuildingBlocks/PerfAssist,0
487,f15gdsy/2D-Light-of-Sight-Unity,15
488,Shmaug/UnityPlanets,28
489,leoin2012/Unity-MeshMask,0
490,FICTURE7/UnityDissector,0
491,EdoFrank/RainDropEffect,0
492,NormandErwan/ArucoUnity,0
493,keijiro/KinoMotion,0
494,nicloay/Node-Inspector,3
495,liortal53/MissingReferencesUnity,0
496,Unity-Technologies/usd-unity-sdk,0
497,TeamSirenix/odin-serializer,0
498,aschearer/unitysizeexplorer,0
499,JoaoBorks/unity-fastpacedmultiplayer,3
500,pharan/Unity-MeshSaver,0
501,JoaoBorks/unity-fastpacedmultiplayer,3
502,sloopidoopi/Spout4Unity,3
503,8thwall/xr-unity,17
504,GongFaxin/protobuf_for_unity,0
505,krockot/Unity-TaskManager,0
506,xieliujian/UnityDemo_Splatoon,21
507,MaxSigma/UnityExperiments,17
508,jknightdoeswork/gpu-physics-unity,0
509,yasirkula/UnityRuntimePreviewGenerator,0
510,trgrote/JPS-Unity,5
511,cleavetv/unity-framework,5
512,xuzhiping7/Unity3d-ShowFPS,0
513,adjust/unity_sdk,0
514,possiblecee/UnityVision-iOS,6
515,sinbad/UnityInstancedHealthBars,0
516,keijiro/KinoBokeh,0
517,luzexi/Unity3DuGUI-Toolkit,0
518,avseoul/Unity3D_RayMarching_MetaBall,3
519,smokelore/UnityPointCloud,5
520,Konash/arabic-support-unity,0
521,luzexi/Unity3DuGUI-Toolkit,0
522,smokelore/UnityPointCloud,5
523,vrm-c/UniVRM,5
524,taphos/unity-uitest,0
525,mattak/Unidux,0
526,konsfik/Unity3D-Coding-Examples,2
527,neuecc/LINQ-to-GameObject-for-Unity,0
528,zoon/nunit-unity3d,0
529,Zuntatos/UnityHeapDump,0
530,if1live/unity-scene-web-exporter,0
531,Blueteak/Unity-Neural-Network,1
532,bkeiren/AwesomiumUnity,3
533,keijiro/KvantWall,0
534,ashblue/unity-skill-tree-editor,0
535,agens-no/PolyglotUnity,0
536,joeante/Unity.GPUAnimation,0
537,SubjectNerd-Unity/UnityPixelCamera,0
538,mminer/consolation,2
539,google/play-instant-unity-plugin,7
540,SubjectNerd-Unity/UnityPixelCamera,0
541,prime31/P31UnityAddOns,3
542,eppz/Unity.Library.eppz.Geometry,0
543,michaeljenkin/unityros,9
544,abhimir/UnitySimpleMapGenerator,0
545,Gohla/unity3d-fps-networking-prototype,11
546,brianasu/unity-ray-marching,0
547,Shinao/Unity-GPU-Boids,17
548,mminer/consolation,2
549,akadjoker/UnityAssimp,2
550,sideeffects/HoudiniEngineForUnity,0
551,amazon-archives/aws-sdk-unity,0
552,xoofx/UnityNuGet,0
553,resonance-audio/resonance-audio-unity-sdk,14
554,IronWarrior/UnityCameraShake,0
555,OneSignal/OneSignal-Unity-SDK,0
556,pr0g/unity-portal-rendering,16
557,darkfall/MagicaVoxelUnity,0
558,redbluegames/unity-mulligan-renamer,0
559,ShanguUncle/UnityChatSDK,4
560,dentedpixel/LeanTween,26
561,xieliujian/UnityDemo_Avatar,0
562,Metapyziks/SanAndreasUnity,15
563,Kink3d/kShading,0
564,keijiro/KlakNDI,0
565,SebLague/Blender-to-Unity-Character-Creation,14
566,xuzhiping7/Unity3d-Timer,0
567,keijiro/UnityDxrTest,0
568,toxicFork/Unity3D-TextureAtlasSlicer,0
569,Seanba/SuperTiled2Unity,2
570,toxicFork/Unity3D-TextureAtlasSlicer,0
571,Brackeys/Portal-In-Unity,38
572,artgou/Unity3D-Protobuf-Socket,1
573,AyARL/UnityGUIExamples,0
574,googlevr/daydream-renderer-for-unity,0
575,tanhaiwang/udpkit,0
576,nubick/unity-utils,1
577,gwaredd/unium,2
578,Unity-Technologies/UnityOptions,0
579,mattatz/unity-procedural-tree,2
580,gwaredd/unium,2
581,Unity-Technologies/UnityOptions,0
582,twitter-archive/twitter-kit-unity,0
583,Unity-Technologies/EditorXR,0
584,MaxwellGengYF/Unity-Human-Skin-Shader-PC,13
585,SardineFish/Unity2DLighting,1
586,jongallant/UnityColorPicker,15
587,yasirkula/UnityAndroidRuntimePermissions,0
588,zeh/unity-tidbits,1
589,JISyed/Unity-XboxCtrlrInput,35
590,zeh/usfxr,17
591,JISyed/Unity-XboxCtrlrInput,35
592,kitasenjudesign/UnityARFaceDeformation,21
593,piti6/UnityGpuInstancedAnimation,6
594,coppra/flappy_bird,4
595,supron54321/DotsUI,10
596,MoMe36/Unity,71
597,thedersen/UnityConfiguration,0
598,kode80/kode80CloudsUnity3D,10
599,fo-dicom/fo-dicom,0
600,keijiro/Flipbook,0
601,parahunter/triangle-net-for-unity,2
602,akof1314/AssetBundleReporter,0
603,sanukin39/UniAndroidPermission,0
604,h8man/NavMeshPlus,0
605,miyabi/unity-swift,0
606,xebecnan/UniLua,0
607,tsarikovskiy/Unity3D-DynamicallyLoadingAnimation,0
608,skhamis/Unity-ECS-RTS,4
609,skakac/2d-basketball-unity3d,9
610,tsarikovskiy/Unity3D-DynamicallyLoadingAnimation,0
611,skhamis/Unity-ECS-RTS,4
612,Cysharp/UniTask,0
613,midworld/unity-googledrive,1
614,selfsame/unity-wave-function-collapse,0
615,SubjectNerd-Unity/Psd2UnityImporter,0
616,microsoft/MRDL_Unity_LunarModule,83
617,Leopotam/UnityPackedColor,0
618,Robert-K/gpu-particles,3
619,loomnetwork/unity-sdk,12
620,microsoft/MRDL_Unity_LunarModule,83
621,liuhaopen/UnityMMO-Resource,3
622,zhutaorun/HGFramework,36
623,kitasenjudesign/UnityGpuInstancing,2
624,OSVR/Unity-VR-Samples,28
625,tangrams/tangram-unity,0
626,chenjd/Unity-Boids-Behavior-on-GPGPU,0
627,Arvtesh/UnityFx.Async,0
628,ExtendRealityLtd/Zinnia.Unity,0
629,wacki/Unity-IndentShader,5
630,mob-sakai/UpmGitExtension,0
631,patricksebastien/libpd4unity,0
632,liuhaopen/UGUI-Editor,0
633,mtysgithub/Qualcomm.Vuforia.UnityExtensions,0
634,hammmm/unity-obj-loader,0
635,vedi/restifizer-unity3d,0
636,CarolSum/Unity3d-Learning,65
637,andydbc/HologramShader,2
638,dkrprasetya/simple-firebase-unity,5
639,federicodangelo/CubeWorld,20
640,federicodangelo/CubeWorld,20
641,keijiro/KinoVision,0
642,tinyantstudio/EnhancedScrollView,70
643,noisecrime/Unity-EasingLibraryVisualisation,10
644,jiangzhhhh/Unity-MultiProcess-BuildPipeline,0
645,Majchrzak/Flurry-Unity-3D,0
646,mattatz/unity-procedural-flower,3
647,tcmxx/UnityTensorflowKeras,7
648,azixMcAze/Unity-SerializableDictionary,0
649,udacity/RoboND-Rover-Unity-Simulator,85
650,keijiro/unity-audio-spectrum,0
651,azixMcAze/Unity-SerializableDictionary,0
652,udacity/RoboND-Rover-Unity-Simulator,85
653,Scrawk/PBD-Fluid-in-Unity,10
654,kenmaz/TempleRun-Unity,7
655,DragonBones/DragonBonesCSharp,26
656,hiddenswitch/Meteor-Unity,0
657,leoin2012/Unity-CircleImage,0
658,mcraiha/Unity-UI-emoji,0
659,tkyaji/UnityIPhoneXSupport,0
660,tkyaji/UnityIPhoneXSupport,0
661,thnewlands/unity-deformablesnow,32
662,gportelli/UnityScreenResolutionManager,1
663,ashwaniarya/Unity3D-Simple-Mobile-Joystick,0
664,DragonBones/DragonBonesCSharp,26
665,xraxra/SDFr,10
666,vimeo/vimeo-unity-sdk,0
667,Miraikomachi/MiraikomachiUnity,0
668,gilescoope/shader-graph-nodes,0
669,googlearchive/poly-toolkit-unity,4
670,Tiggilyboo/UnityQuadTreePlanet,0
671,suncube/Base-Helicopter-Controller,47
672,wacki/Unity-VRInputModule,83
673,Dandarawy/Unity3D_2DRopeEditor,0
674,keijiro/ColorSuite,0
675,ManlyMarco/RuntimeUnityEditor,4
676,xieliujian/UnityDemo_Splatoon2,7
677,EllanJiang/StarForce,2
678,JPBotelho/Unity-Road-Generator,0
679,deniszykov/csharp-eval-unity3d,0
680,EllanJiang/StarForce,2
681,Chman/SMAA,0
682,jeffvella/UnityAStarNavigation,4
683,keijiro/KinoBinary,0
684,RoundBearChoi/2.5D_Platformer_Unity,28
685,Scrawk/Interactive-Erosion,14
686,jongallant/LiquidSimulator,4
687,FirebaseExtended/unity-solutions,0
688,Dandarawy/Unity3DPolylineEditor,0
689,Perfare/UnityLive2DExtractor,0
690,zeyangl/UnityAppNameLocalizationForIOS,0
691,M-Fatah/texture_maker,0
692,dpull/AssetBundlePatch,4
693,LightBuzz/Speech-Recognition-Unity,0
694,Glauz/Unity3D-CharacterCustomizationTutorial,16
