,repo_name,method_invocations
340,GameBuildingBlocks/PerfAssist,0
341,AsehesL/FogOfWar,2
342,winddyhe/knight,3
343,jongallant/DungeonGenerator,1
344,keijiro/KlakNDI,0
345,lordofduct/spacepuppy-unity-framework,101
346,keijiro/KvantWall,0
347,AtwoodDeng/JourneySand,49
348,jderrough/UnitySlippyMap,7
349,stillwwater/command_terminal,0
350,Robert-K/gpu-particles,3
351,AdamRamberg/unity-atoms,8
352,keijiro/Ngx,1
353,proepkes/UnityLockstep,29
354,parse-community/Parse-SDK-dotNET,0
355,mofr/Diablerie,33
356,prime31/RecyclerKit,0
357,redbluegames/unity-mulligan-renamer,0
358,keijiro/RDSystem,0
359,AdultLink/SphereDissolve,19
360,leapmotion/UnityModules,38
361,keijiro/Cloner,0
362,radiatoryang/merino,3
363,luis-l/UnityNodeEditorBase,0
364,PixeyeHQ/actors,0
365,xtqqksszml/zcode-AssetBundlePacker,0
366,dgkanatsios/AngryBirdsStyleGame,13
367,HiddenMonk/Unity3DRuntimeTransformGizmo,28
368,keijiro/ChromaPack,0
369,MarekKowalski/LiveScan3D-Hololens,0
370,judah4/HSV-Color-Picker-Unity,1
371,spatialos/gdk-for-unity,11
372,Busta117/SQLiteUnityKit,0
373,WestHillApps/uGUI-Effect-Tool,0
374,RonenNess/UnityUtils,24
375,Xerios/ScreenManager,0
376,keijiro/KinoDatamosh,0
377,keenanwoodall/Deform-Prototype,0
378,huihut/Facemoji,4
379,n-yoda/unity-vertex-effects,0
380,jongallant/LiquidSimulator,4
381,keijiro/KvantLattice,0
382,keijiro/VideoPlayerEffects,0
383,MrJoy/UnitySVG,0
384,keijiro/TimelineParticleControl,0
385,MidLevel/MLAPI,0
386,keijiro/NoiseBall,0
387,mikelovesrobots/unity3d-console,1
388,inkle/ink-unity-integration,1
389,inkle/slayout,0
390,relativty/fastVR-sdk,0
391,resonance-audio/resonance-audio-unity-sdk,14
392,supron54321/DotsUI,10
393,geekdrums/MusicEngine,0
394,DanielEverland/ScriptableObject-Architecture,8
395,Shinao/Unity-GPU-Boids,17
396,sharpaccent/Astar-for-Unity,0
397,kbengine/kbengine_unity3d_demo,12
398,tsubaki/Unity-Excel-Importer-Maker,0
399,mattatz/unity-volume-rendering,4
400,djkaty/Il2CppInspector,0
401,aman-tiwari/MeshToSDF,0
402,MikeJinhua/UnitySocketProtobuf3Demo,0
403,Real-Serious-Games/Unity-Weld,0
404,keijiro/ColorSuite,0
405,kwnetzwelt/unity3d-dissolve-shader,0
406,WestHillApps/UniGif,0
407,williambl/unity-destruction,4
408,mattatz/unity-procedural-tree,2
409,fpanettieri/unity-socket.io-DEPRECATED,0
410,Scrawk/PBD-Fluid-in-Unity,10
411,dgkanatsios/MatchThreeGame,4
412,BayatGames/SaveGameFree,9
413,Scrawk/Terrain-Topology-Algorithms,0
414,zouchunyi/UnityAvater,0
415,qinyuanpei/Excel2Unity,0
416,Whinarn/MeshDecimator,0
417,dpull/AssetBundlePatch,4
418,hiramtan/HiSocket,0
419,Unity-Technologies/Standard-Assets-Characters,3
420,johnsietsma/ExtendingLWRP,0
421,yukuyoulei/ILRuntime_HotGames,8
422,DaVikingCode/UnityRuntimeSpriteSheetsGenerator,0
423,yasirkula/UnityDynamicPanels,7
424,UoA-eResearch/hololens_facial_recognition,0
425,MonoMod/MonoMod,0
426,UnityTechnologies/MachineLearningRoguelike,2
427,mtschoen/JSONObject,0
428,AK-Saigyouji/Procedural-Cave-Generator,0
429,daterre/Cradle,0
430,fbsamples/oculus-networked-physics-sample,56
431,alexismorin/floorplan,0
432,GameBuildingBlocks/UnityComponent,0
433,unity3d-jp/UnityChanSpringBone,0
434,CatImmortal/Trinity,50
435,jean-moreno/EdgeDetect-PostProcessingUnity,0
436,andoowhy/EgoCS,0
437,Michsky/muip,1
438,keijiro/PerlinNoise,0
439,TobiasWehrum/unity-utilities,8
440,Scrawk/Hull-Delaunay-Voronoi,9
441,ViveSoftware/ViveInputUtility-Unity,114
442,nxrighthere/ValveSockets-CSharp,0
443,EcsRx/ecsrx,0
444,keijiro/Akvfx,0
445,Unity-Technologies/usd-unity-sdk,0
446,theSoenke/ProceduralTerrain,11
447,keijiro/OscJack,0
448,azixMcAze/Unity-SerializableDictionary,0
449,imkira/unity-sysfont,0
450,kwanchangnim/Jello-Physics,0
451,lordofduct/spacepuppy-unity-framework-3.0,101
452,CatLib/CatLib,0
453,dcariola/XCodeEditor-for-Unity,0
454,Flafla2/Unity-Wiimote,0
455,5argon/protobuf-unity,0
456,Kink3d/kDecals,0
457,keijiro/ContactShadows,0
458,alelievr/Procedural-Worlds-Editor,0
459,nxrighthere/BenchmarkNet,0
460,VulcanTechnologies/HoloLensCameraStream,0
461,keijiro/ProceduralMotionTrack,0
462,Seanba/SuperTiled2Unity,2
463,keijiro/CosineGradient,0
464,XINCGer/ColaFrameWork,64
465,jamesjlinden/unity-decompiled,89
466,keijiro/LaspVfx,0
467,ricardojmendez/UnitySteerExamples,0
468,yasirkula/UnitySimpleFileBrowser,0
469,Fydar/RPGCore,0
470,aschearer/unitysizeexplorer,0
471,LMNRY/SetProperty,0
472,mattatz/CellularGrowth,8
473,planetarium/libplanet,0
474,robertoardila/support-unity-memoryprofiler,0
475,s-m-k/Unity-Animation-Hierarchy-Editor,0
476,sanukin39/UniClipboard,0
477,luzexi/Unity3DAIBehaviorTree,0
478,AsehesL/UnityWaveEquation,12
479,adrenak/Tork,3
480,tsubaki/UnityAssetCleaner,0
481,xoofx/UnityNuGet,0
482,JasonHein/Game-Eye-2D,12
483,Mervill/Unity3D-NLua,5
484,pr0g/unity-portal-rendering,16
485,MafiaHub/MafiaUnity,16
486,FlipWebApps/GameFramework,4
487,georgejecook/UnityTimelineEvents,0
488,CraneInForest/LockStepSimpleFramework-Client,0
489,beinteractive/UrMotion,2
490,Scrawk/Marching-Cubes,0
491,jongallant/WorldGeneratorFinal,1
492,rjth/Punchkeyboard,11
493,TheAllenChou/unity-cj-lib,2
494,Michsky/lomenui,7
495,mob-sakai/ShinyEffectForUGUI,0
496,yukihiko/ThreeDPoseUnitySample,22
497,pharan/Unity-MeshSaver,0
498,agens-no/PolyglotUnity,0
499,Chman/Typogenic,1
500,Brackeys/Tower-Defense-Tutorial,11
501,cmilr/DeadSimple-Pixel-Perfect-Camera,0
502,HearthSim/UnityHook,0
503,azixMcAze/Unity-UIGradient,0
504,IronWarrior/ProjectileShooting,7
505,reunono/MMFeedbacks,0
506,CragonGame/CasinosClient,101
507,meng-hui/UnityEngineAnalyzer,0
508,MaxwellGengYF/Unity-Human-Skin-Shader-PC,13
509,Unity-Technologies/PhysicsExamples2D,17
510,kefniark/UnityBarcodeScanner,0
511,huika/UMA,13
512,skhamis/Unity-ECS-RTS,4
513,mob-sakai/UnmaskForUGUI,0
514,Hyperparticle/nodulus,39
515,keijiro/NoiseBall2,0
516,prime31/SpriteLightKit,0
517,GregBahm/PlaceViewer,56
518,microsoft/MapsSDK-Unity,4
519,darkfall/MagicaVoxelUnity,0
520,DarrenTsung/DTCompileTimeTracker,0
521,swordjoinmagic/MoBaDemo,42
522,CraneInForest/LockStepSimpleFramework-Shared,0
523,noodle1983/UnityAndroidIl2cppPatchDemo,0
524,Kink3d/LensRain,0
525,hengineer/CaptainsMess,0
526,Elringus/UnityGoogleDrive,0
527,NoelFB/UnityTile3D,0
528,GameGrind/Simple-RPG-in-Unity,55
529,maajor/OSMTrafficSim,0
530,colyseus/colyseus-unity3d,0
531,h8man/NavMeshPlus,0
532,keijiro/KinoVision,0
533,lightszero/CSLightStudio,49
534,Kink3d/SimpleTraffic,3
535,Lachee/discord-rpc-csharp,0
536,AmplifyCreations/AmplifyMotion,0
537,dave-hillier/disruptor-unity3d,0
538,akof1314/UnityParticleSystemPreview,0
539,keijiro/Boids,0
540,kyubuns/Baum2,0
541,mopsicus/infinite-scroll-unity,0
542,JISyed/Unity-XboxCtrlrInput,35
543,proletariatgames/CUDLR,0
544,googlevr/daydream-renderer-for-unity,0
545,kode80/PixelRenderUnity3D,4
546,digital-standard/ThreeDPoseUnityBarracuda,40
547,setchi/NoteEditor,59
548,KumoKyaku/KCP,0
549,UnityPatterns/PolyMesh,0
550,GenaSG/UnityUnetMovement,23
551,MEyes/uMVVM,0
552,sideeffects/HoudiniEngineForUnity_deprecated,2
553,EZhex1991/EZUnity,19
554,Siccity/Dialogue,0
555,hankmorgan/UnderworldExporter,84
556,superzhan/UnityBubbleGame,0
557,dzonatan/Unity3D-LogCat-extension,0
558,joeante/Unity.GPUAnimation,0
559,dwilches/Ardity,7
560,zizai-inc/EasyMotionRecorder,5
561,Real-Serious-Games/Fluent-State-Machine,0
562,DMeville/Unity3d-Dungeon-Generator,2
563,Phynic/SLGanim,38
564,qingfeng346/Scorpio-CSharp,2
565,radiatoryang/bobbin,0
566,tsubaki/Unity_UI_Samples,0
567,EsProgram/WaveformProvider,24
568,Ninjajie/Fusion,33
569,Santarh/MToon,0
570,unity-plugins/google-services-unity,0
571,intentor/adic,0
572,davidpol/SurvivalShooterECS,12
573,VeryHotShark/First-Person-Controller-VeryHotShark,12
574,Unity-Harry/Unity-AssetDependencyGraph,0
575,yomunsam/TinaX,1
576,mtrive/ProjectAuditor,0
577,NFMynster/ArenaGame,15
578,beinteractive/LWRPAmbientOcclusion,0
579,kaistseo/UnitySocketIO-WebSocketSharp,0
580,NetEase/pomelo-unityclient-socket,0
581,jongallant/CarSimulator,7
582,Brackeys/Shader-Graph-Tutorials,13
583,newman55/unity-mod-manager,12
584,trulyspinach/Unity-Neural-Network-Tanks-AI,3
585,keijiro/SpektrLightning,1
586,yasgamesdev/MOBA_CSharp_Unity,26
587,keijiro/DFVolume,0
588,lopespm/unity-camera-multi-target,0
589,red-owl-games/Sleipnir,0
590,ryanw3bb/unity-native-toolkit,0
591,leapmotion/LeapMotionCoreAssets,86
592,raphael-ernaelsten/Texture3DPreview-for-Unity,0
593,ElasticSea/Destructible-Walls,32
594,yankooliveira/uiframework,0
595,viliwonka/KDTree,0
596,ZGeng/DeepSnowFootprint,32
597,JScott/cardboard-controls,13
598,jeffvella/UnityNativeCollision,0
599,Metapyziks/SanAndreasUnity,15
600,WiggleWizard/quake3-movement-unity3d,8
601,heroiclabs/nakama-unity,0
602,keijiro/KinoBinary,0
603,sassembla/Autoya,0
604,Looooong/Unity-SRP-VXGI,0
605,wonderkiln/lockstep.io,1
606,keenanwoodall/Grapple-Effect,4
607,prime31/ZestKit,8
608,jinglikeblue/Zero,0
609,noisecrime/Unity-EasingLibraryVisualisation,10
610,keijiro/MidiAnimationTrack,0
611,rygo6/GTLogicGraph,0
612,onepf/OpenIAB-Unity-Plugin,0
613,prime31/P31UnityAddOns,3
614,eppz/Unity.Library.eppz.Geometry,0
615,keijiro/KinoIsoline,0
616,keijiro/FadeToSkybox,0
617,muckSponge/UnityAsync,1
618,JPBotelho/Unity-Road-Generator,0
619,jacksondunstan/NativeCollections,0
620,keijiro/GeoVfx,2
621,DanVioletSagmiller/UnitySOLID,6
622,sjai013/UnityGameplayAbilitySystem,21
623,dgkanatsios/InfiniteRunner3D,12
624,ArchonInteractive/SwissArmyLib,0
625,AdultLink/Rimlight,14
626,UnityPatterns/TileEditor,2
627,UnityCommunity/UnitySingleton,0
628,LogicalError/realtime-CSG-for-unity,0
629,XRTK/XRTK-Core,14
630,keijiro/KlakLasp,8
631,GreatArcStudios/unitypausemenu,2
632,Blueteak/Unity-Neural-Network,1
633,chenjd/Unity-Boids-Behavior-on-GPGPU,0
634,SadPandaStudios/AssetBundleManager,0
635,Ginurx/MecanimEventSystem,10
636,PacktPublishing/Unity-2018-Shaders-and-Effects-Cookbook-Third-Edition,45
637,Banbury/UnityPsdImporter,0
638,JoaoBorks/unity-fastpacedmultiplayer,3
639,GongFaxin/protobuf_for_unity,0
640,SubjectNerd-Unity/Psd2UnityImporter,0
641,keijiro/KvantTunnel,0
642,microsoft/MRDL_Unity_PeriodicTable,0
643,taphos/unity-uitest,0
644,UnityTech/ConnectAppCN,33
645,OneSignal/OneSignal-Unity-SDK,0
646,keijiro/KinoFeedback,0
647,realityenhanced/ARKitExperiments,25
648,ArthurBrussee/KNN,0
649,Cysharp/Ulid,0
650,microsoft/Microsoft.Unity.Analyzers,0
651,mattatz/unity-procedural-flower,3
652,vilbeyli/Pacman,5
653,keijiro/VJUI,0
654,kyubuns/AnimeRx,0
655,WeAthFoLD/MetaSprite,0
656,Brackeys/NavMesh-Tutorial,0
657,google/play-instant-unity-plugin,7
658,miyabi/unity-swift,0
659,sebas77/Svelto.Tasks,0
660,unitycoder/UnityLauncher,0
661,Siccity/GLTFUtility,0
662,ousttrue/UniGLTF,0
663,keijiro/AsyncCaptureTest,0
664,joexi/Excel4Unity,0
665,parahunter/triangle-net-for-unity,2
666,ExtendRealityLtd/Zinnia.Unity,0
667,mcraiha/Unity-UI-emoji,0
668,Flafla2/Generic-Raymarch-Unity,0
669,candycat1992/OIT_Lab,0
670,jbruening/ugui-mvvm,4
671,slicol/KCP-Socket,0
672,keijiro/KinoTube,0
673,keijiro/SkinnedVertexModifier,0
674,lulersoft/ME_SLua,6
675,AngryAnt/UnityHacks,40
676,sanukin39/UniAndroidPermission,0
677,ManlyMarco/RuntimeUnityEditor,4
678,roelkok/Kinect-VFX-Graph,0
679,YunxiuXu/Virus-School,0
680,you-ri/LiliumToonGraph,0
681,mattatz/unity-verlet-simulator,6
682,nicloay/Node-Inspector,3
683,KonsomeJona/unity-gb,3
684,Unity-Technologies/marathon-envs,25
685,Nashet/Prosperity-Wars,26
686,andydbc/unity-texture-curve,2
687,kbengine/kbengine_unity3d_plugins,0
688,PushyPixels/BreakfastWithUnity,75
689,Dharengo/Spriter2UnityDX,0
690,if1live/unity-scene-web-exporter,0
691,iBicha/ImageEffectGraph,0
692,peeweek/net.peeweek.gameplay-ingredients,14
693,dag10/HoloViveObserver,94
694,ProtoTurtle/UnityBitmapDrawing,0
695,liortal53/MissingReferencesUnity,0
696,Arvtesh/UnityFx.Async,0
697,LewisJohnson/unity-ui-examples,44
698,erickpassos/MiniMOBA,2
699,baba-s/unity-curve-utils,0
700,Wenzil/UnityConsole,14
701,Bunny83/UnityWindowsFileDrag-Drop,0
702,paullj/unity-tilemap,0
703,leoin2012/Unity-MeshMask,0
704,Unity-Technologies/NotificationsSamples,0
705,route1rodent/newbark,0
706,jarjin/NewFramework,73
707,deadlyfingers/UnityWav,0
708,microsoft/xbox-live-unity-plugin,16
709,NormandErwan/ArucoUnity,0
710,vimeo/vimeo-unity-sdk,0
711,mortennobel/ProceduralMesh,0
712,gpvigano/AsImpL,9
713,dlech/Keebuntu,0
714,EZhex1991/EZSoftBone,0
715,coconauts/startcraft-unity3d,34
716,YousicianGit/UnityMenuSystem,1
717,GabLeRoux/unity3d-ci-example,3
718,rotorz/unity3d-reorderable-list,0
719,zezba9000/UnityMathReference,1
720,keijiro/NoiseBall3,0
721,badawe/Simple-optimized-A-Pathfinder,4
722,aws-samples/aws-sdk-unity-samples,0
