,repo_name,method_invocations
340,AsehesL/FogOfWar,2
341,lordofduct/spacepuppy-unity-framework,101
342,rocksdanister/lively,0
343,jongallant/DungeonGenerator,1
344,keijiro/KlakNDI,0
345,keijiro/KvantWall,0
346,winddyhe/knight,3
347,jderrough/UnitySlippyMap,7
348,stillwwater/command_terminal,0
349,Robert-K/gpu-particles,3
350,AtwoodDeng/JourneySand,49
351,AdamRamberg/unity-atoms,12
352,redbluegames/unity-mulligan-renamer,0
353,keijiro/Ngx,1
354,parse-community/Parse-SDK-dotNET,0
355,prime31/RecyclerKit,0
356,keijiro/RDSystem,0
357,AdultLink/SphereDissolve,19
358,leapmotion/UnityModules,38
359,mofr/Diablerie,33
360,keijiro/Cloner,0
361,proepkes/UnityLockstep,29
362,PixeyeHQ/actors,0
363,radiatoryang/merino,3
364,luis-l/UnityNodeEditorBase,0
365,dgkanatsios/AngryBirdsStyleGame,13
366,keijiro/ChromaPack,0
367,xtqqksszml/zcode-AssetBundlePacker,0
368,HiddenMonk/Unity3DRuntimeTransformGizmo,28
369,spatialos/gdk-for-unity,11
370,Busta117/SQLiteUnityKit,0
371,WestHillApps/uGUI-Effect-Tool,0
372,judah4/HSV-Color-Picker-Unity,1
373,RonenNess/UnityUtils,24
374,MarekKowalski/LiveScan3D-Hololens,0
375,Xerios/ScreenManager,0
376,keenanwoodall/Deform-Prototype,0
377,jongallant/LiquidSimulator,4
378,keijiro/KinoDatamosh,0
379,huihut/Facemoji,4
380,n-yoda/unity-vertex-effects,0
381,keijiro/KvantLattice,0
382,keijiro/VideoPlayerEffects,0
383,MrJoy/UnitySVG,0
384,keijiro/TimelineParticleControl,0
385,keijiro/NoiseBall,0
386,MidLevel/MLAPI,0
387,mikelovesrobots/unity3d-console,1
388,inkle/ink-unity-integration,1
389,inkle/slayout,0
390,relativty/fastVR-sdk,0
391,resonance-audio/resonance-audio-unity-sdk,14
392,supron54321/DotsUI,10
393,geekdrums/MusicEngine,0
394,DanielEverland/ScriptableObject-Architecture,8
395,Shinao/Unity-GPU-Boids,17
396,sharpaccent/Astar-for-Unity,0
397,kbengine/kbengine_unity3d_demo,12
398,tsubaki/Unity-Excel-Importer-Maker,0
399,mattatz/unity-volume-rendering,4
400,djkaty/Il2CppInspector,0
401,aman-tiwari/MeshToSDF,0
402,MikeJinhua/UnitySocketProtobuf3Demo,0
403,Real-Serious-Games/Unity-Weld,0
404,keijiro/ColorSuite,0
405,kwnetzwelt/unity3d-dissolve-shader,0
406,mattatz/unity-procedural-tree,2
407,Scrawk/PBD-Fluid-in-Unity,10
408,fpanettieri/unity-socket.io-DEPRECATED,0
409,williambl/unity-destruction,4
410,dgkanatsios/MatchThreeGame,4
411,BayatGames/SaveGameFree,9
412,zouchunyi/UnityAvater,0
413,qinyuanpei/Excel2Unity,0
414,WestHillApps/UniGif,0
415,Scrawk/Terrain-Topology-Algorithms,0
416,dpull/AssetBundlePatch,4
417,Whinarn/MeshDecimator,0
418,hiramtan/HiSocket,0
419,Unity-Technologies/Standard-Assets-Characters,3
420,johnsietsma/ExtendingLWRP,0
421,yukuyoulei/ILRuntime_HotGames,8
422,DaVikingCode/UnityRuntimeSpriteSheetsGenerator,0
423,yasirkula/UnityDynamicPanels,7
424,UoA-eResearch/hololens_facial_recognition,0
425,UnityTechnologies/MachineLearningRoguelike,2
426,MonoMod/MonoMod,0
427,mtschoen/JSONObject,0
428,AK-Saigyouji/Procedural-Cave-Generator,0
429,daterre/Cradle,0
430,alexismorin/floorplan,0
431,fbsamples/oculus-networked-physics-sample,56
432,GameBuildingBlocks/UnityComponent,0
433,unity3d-jp/UnityChanSpringBone,0
434,CatImmortal/Trinity,50
435,jean-moreno/EdgeDetect-PostProcessingUnity,0
436,andoowhy/EgoCS,0
437,Michsky/muip,1
438,keijiro/PerlinNoise,0
439,TobiasWehrum/unity-utilities,8
440,Scrawk/Hull-Delaunay-Voronoi,9
441,ViveSoftware/ViveInputUtility-Unity,114
442,nxrighthere/ValveSockets-CSharp,0
443,EcsRx/ecsrx,0
444,keijiro/Akvfx,0
445,Unity-Technologies/usd-unity-sdk,0
446,azixMcAze/Unity-SerializableDictionary,0
447,theSoenke/ProceduralTerrain,11
448,keijiro/OscJack,0
449,imkira/unity-sysfont,0
450,kwanchangnim/Jello-Physics,0
451,CatLib/CatLib,0
452,dcariola/XCodeEditor-for-Unity,0
453,lordofduct/spacepuppy-unity-framework-3.0,101
454,5argon/protobuf-unity,0
455,Kink3d/kDecals,0
456,Flafla2/Unity-Wiimote,0
457,keijiro/ContactShadows,0
458,alelievr/Procedural-Worlds-Editor,0
459,VulcanTechnologies/HoloLensCameraStream,0
460,nxrighthere/BenchmarkNet,0
461,keijiro/ProceduralMotionTrack,0
462,keijiro/CosineGradient,0
463,Seanba/SuperTiled2Unity,2
464,jamesjlinden/unity-decompiled,89
465,ricardojmendez/UnitySteerExamples,0
466,XINCGer/ColaFrameWork,64
467,mattatz/CellularGrowth,8
468,Fydar/RPGCore,0
469,yasirkula/UnitySimpleFileBrowser,0
470,robertoardila/support-unity-memoryprofiler,0
471,planetarium/libplanet,0
472,s-m-k/Unity-Animation-Hierarchy-Editor,0
473,aschearer/unitysizeexplorer,0
474,LMNRY/SetProperty,0
475,luzexi/Unity3DAIBehaviorTree,0
476,adrenak/Tork,3
477,sanukin39/UniClipboard,0
478,tsubaki/UnityAssetCleaner,0
479,AsehesL/UnityWaveEquation,12
480,JasonHein/Game-Eye-2D,12
481,Mervill/Unity3D-NLua,5
482,xoofx/UnityNuGet,0
483,pr0g/unity-portal-rendering,16
484,MafiaHub/MafiaUnity,16
485,FlipWebApps/GameFramework,4
486,georgejecook/UnityTimelineEvents,0
487,beinteractive/UrMotion,2
488,jongallant/WorldGeneratorFinal,1
489,CraneInForest/LockStepSimpleFramework-Client,0
490,rjth/Punchkeyboard,11
491,Scrawk/Marching-Cubes,0
492,TheAllenChou/unity-cj-lib,2
493,Michsky/lomenui,7
494,mob-sakai/ShinyEffectForUGUI,0
495,pharan/Unity-MeshSaver,0
496,agens-no/PolyglotUnity,0
497,Chman/Typogenic,1
498,Brackeys/Tower-Defense-Tutorial,11
499,keijiro/LaspVfx,0
500,cmilr/DeadSimple-Pixel-Perfect-Camera,0
501,HearthSim/UnityHook,0
502,yukihiko/ThreeDPoseUnitySample,22
503,azixMcAze/Unity-UIGradient,0
504,reunono/MMFeedbacks,0
505,IronWarrior/ProjectileShooting,7
506,CragonGame/CasinosClient,101
507,meng-hui/UnityEngineAnalyzer,0
508,MaxwellGengYF/Unity-Human-Skin-Shader-PC,13
509,kefniark/UnityBarcodeScanner,0
510,huika/UMA,13
511,skhamis/Unity-ECS-RTS,4
512,Hyperparticle/nodulus,39
513,keijiro/NoiseBall2,0
514,mob-sakai/UnmaskForUGUI,0
515,prime31/SpriteLightKit,0
516,GregBahm/PlaceViewer,56
517,microsoft/MapsSDK-Unity,4
518,darkfall/MagicaVoxelUnity,0
519,DarrenTsung/DTCompileTimeTracker,0
520,CraneInForest/LockStepSimpleFramework-Shared,0
521,Unity-Technologies/PhysicsExamples2D,17
522,swordjoinmagic/MoBaDemo,42
523,Kink3d/LensRain,0
524,hengineer/CaptainsMess,0
525,Elringus/UnityGoogleDrive,0
526,NoelFB/UnityTile3D,0
527,colyseus/colyseus-unity3d,0
528,noodle1983/UnityAndroidIl2cppPatchDemo,0
529,GameGrind/Simple-RPG-in-Unity,55
530,keijiro/KinoVision,0
531,lightszero/CSLightStudio,49
532,h8man/NavMeshPlus,0
533,maajor/OSMTrafficSim,0
534,AmplifyCreations/AmplifyMotion,0
535,Kink3d/SimpleTraffic,3
536,dave-hillier/disruptor-unity3d,0
537,Lachee/discord-rpc-csharp,0
538,akof1314/UnityParticleSystemPreview,0
539,keijiro/Boids,0
540,kyubuns/Baum2,0
541,mopsicus/infinite-scroll-unity,0
542,JISyed/Unity-XboxCtrlrInput,35
543,proletariatgames/CUDLR,0
544,googlevr/daydream-renderer-for-unity,0
545,kode80/PixelRenderUnity3D,4
546,setchi/NoteEditor,59
547,GenaSG/UnityUnetMovement,23
548,MEyes/uMVVM,0
549,sideeffects/HoudiniEngineForUnity_deprecated,2
550,Siccity/Dialogue,0
551,KumoKyaku/KCP,0
552,hankmorgan/UnderworldExporter,84
553,UnityPatterns/PolyMesh,0
554,superzhan/UnityBubbleGame,0
555,dzonatan/Unity3D-LogCat-extension,0
556,digital-standard/ThreeDPoseUnityBarracuda,40
557,EZhex1991/EZUnity,19
558,DMeville/Unity3d-Dungeon-Generator,2
559,dwilches/Ardity,7
560,Phynic/SLGanim,38
561,bitcake/bitstrap,0
562,zizai-inc/EasyMotionRecorder,5
563,joeante/Unity.GPUAnimation,0
564,JScott/ViveGrip,29
565,Real-Serious-Games/Fluent-State-Machine,0
566,Rinirihiriro/UnityValley,8
567,selfsame/unity-wave-function-collapse,0
568,dbrizov/NaughtyBezierCurves,0
569,gwiazdorrr/BetterStreamingAssets,0
570,qingfeng346/Scorpio-CSharp,2
571,radiatoryang/bobbin,0
572,tsubaki/Unity_UI_Samples,0
573,Ninjajie/Fusion,33
574,Santarh/MToon,0
575,unity-plugins/google-services-unity,0
576,intentor/adic,0
577,EsProgram/WaveformProvider,24
578,davidpol/SurvivalShooterECS,12
579,Unity-Harry/Unity-AssetDependencyGraph,0
580,beinteractive/LWRPAmbientOcclusion,0
581,kaistseo/UnitySocketIO-WebSocketSharp,0
582,NetEase/pomelo-unityclient-socket,0
583,jongallant/CarSimulator,7
584,yomunsam/TinaX,1
585,mtrive/ProjectAuditor,0
586,NFMynster/ArenaGame,15
587,Brackeys/Shader-Graph-Tutorials,13
588,VeryHotShark/First-Person-Controller-VeryHotShark,0
589,newman55/unity-mod-manager,12
590,keijiro/SpektrLightning,1
591,trulyspinach/Unity-Neural-Network-Tanks-AI,3
592,yasgamesdev/MOBA_CSharp_Unity,26
593,keijiro/DFVolume,0
594,lopespm/unity-camera-multi-target,0
595,ryanw3bb/unity-native-toolkit,0
596,ElasticSea/Destructible-Walls,32
597,yankooliveira/uiframework,0
598,viliwonka/KDTree,0
599,JScott/cardboard-controls,13
600,Metapyziks/SanAndreasUnity,15
601,leapmotion/LeapMotionCoreAssets,86
602,raphael-ernaelsten/Texture3DPreview-for-Unity,0
603,ZGeng/DeepSnowFootprint,32
604,red-owl-games/Sleipnir,0
605,WiggleWizard/quake3-movement-unity3d,8
606,jeffvella/UnityNativeCollision,0
607,heroiclabs/nakama-unity,0
608,keijiro/KinoBinary,0
609,sassembla/Autoya,0
610,Looooong/Unity-SRP-VXGI,0
611,wonderkiln/lockstep.io,1
612,prime31/ZestKit,8
613,keenanwoodall/Grapple-Effect,4
614,noisecrime/Unity-EasingLibraryVisualisation,10
615,keijiro/MidiAnimationTrack,0
616,rygo6/GTLogicGraph,0
617,onepf/OpenIAB-Unity-Plugin,0
618,prime31/P31UnityAddOns,3
619,eppz/Unity.Library.eppz.Geometry,0
620,keijiro/KinoIsoline,0
621,keijiro/FadeToSkybox,0
622,jinglikeblue/Zero,0
623,JPBotelho/Unity-Road-Generator,0
624,jacksondunstan/NativeCollections,0
625,muckSponge/UnityAsync,1
626,keijiro/GeoVfx,2
627,DanVioletSagmiller/UnitySOLID,6
628,sjai013/UnityGameplayAbilitySystem,21
629,dgkanatsios/InfiniteRunner3D,12
630,ArchonInteractive/SwissArmyLib,0
631,AdultLink/Rimlight,14
632,UnityPatterns/TileEditor,2
633,UnityCommunity/UnitySingleton,0
634,LogicalError/realtime-CSG-for-unity,0
635,XRTK/XRTK-Core,14
636,keijiro/KlakLasp,8
637,GreatArcStudios/unitypausemenu,2
638,Blueteak/Unity-Neural-Network,1
639,chenjd/Unity-Boids-Behavior-on-GPGPU,0
640,SadPandaStudios/AssetBundleManager,0
641,Ginurx/MecanimEventSystem,10
642,PacktPublishing/Unity-2018-Shaders-and-Effects-Cookbook-Third-Edition,45
643,Banbury/UnityPsdImporter,0
644,GongFaxin/protobuf_for_unity,0
645,SubjectNerd-Unity/Psd2UnityImporter,0
646,keijiro/KvantTunnel,0
647,microsoft/MRDL_Unity_PeriodicTable,0
648,taphos/unity-uitest,0
649,JoaoBorks/unity-fastpacedmultiplayer,3
650,keijiro/KinoFeedback,0
651,realityenhanced/ARKitExperiments,25
652,ArthurBrussee/KNN,0
653,microsoft/Microsoft.Unity.Analyzers,0
654,Cysharp/Ulid,0
655,UnityTech/ConnectAppCN,33
656,OneSignal/OneSignal-Unity-SDK,0
657,mattatz/unity-procedural-flower,3
658,keijiro/VJUI,0
659,kyubuns/AnimeRx,0
660,WeAthFoLD/MetaSprite,0
661,Brackeys/NavMesh-Tutorial,0
662,miyabi/unity-swift,0
663,vilbeyli/Pacman,5
664,sebas77/Svelto.Tasks,0
665,unitycoder/UnityLauncher,0
666,Siccity/GLTFUtility,0
667,google/play-instant-unity-plugin,7
668,ousttrue/UniGLTF,0
669,keijiro/AsyncCaptureTest,0
670,joexi/Excel4Unity,0
671,parahunter/triangle-net-for-unity,2
672,ExtendRealityLtd/Zinnia.Unity,0
673,mcraiha/Unity-UI-emoji,0
674,Flafla2/Generic-Raymarch-Unity,0
675,candycat1992/OIT_Lab,0
676,jbruening/ugui-mvvm,4
677,keijiro/KinoTube,0
678,keijiro/SkinnedVertexModifier,0
679,lulersoft/ME_SLua,6
680,AngryAnt/UnityHacks,40
681,sanukin39/UniAndroidPermission,0
682,slicol/KCP-Socket,0
683,ManlyMarco/RuntimeUnityEditor,4
684,mattatz/unity-verlet-simulator,6
685,roelkok/Kinect-VFX-Graph,0
686,you-ri/LiliumToonGraph,13
687,nicloay/Node-Inspector,3
688,KonsomeJona/unity-gb,3
689,YunxiuXu/Virus-School,0
690,Unity-Technologies/marathon-envs,25
691,Nashet/Prosperity-Wars,26
692,if1live/unity-scene-web-exporter,0
693,andydbc/unity-texture-curve,2
694,kbengine/kbengine_unity3d_plugins,0
695,PushyPixels/BreakfastWithUnity,75
696,Dharengo/Spriter2UnityDX,0
697,iBicha/ImageEffectGraph,0
698,peeweek/net.peeweek.gameplay-ingredients,14
699,dag10/HoloViveObserver,94
700,ProtoTurtle/UnityBitmapDrawing,0
701,liortal53/MissingReferencesUnity,0
702,LewisJohnson/unity-ui-examples,44
703,erickpassos/MiniMOBA,2
704,Wenzil/UnityConsole,14
705,Bunny83/UnityWindowsFileDrag-Drop,0
706,paullj/unity-tilemap,0
707,Arvtesh/UnityFx.Async,0
708,Unity-Technologies/NotificationsSamples,0
709,route1rodent/newbark,0
710,jarjin/NewFramework,73
711,deadlyfingers/UnityWav,0
712,microsoft/xbox-live-unity-plugin,16
713,leoin2012/Unity-MeshMask,0
714,NormandErwan/ArucoUnity,0
715,vimeo/vimeo-unity-sdk,0
716,mortennobel/ProceduralMesh,0
717,gpvigano/AsImpL,9
718,dlech/Keebuntu,0
719,keijiro/NoiseBall3,0
720,coconauts/startcraft-unity3d,34
721,YousicianGit/UnityMenuSystem,1
722,GabLeRoux/unity3d-ci-example,3
723,zezba9000/UnityMathReference,1
