,repo_name,method_invocations
253,y85171642/UnityWebSocket,0
254,aws-samples/aws-sdk-unity-samples,0
255,ecidevilin/UnityMeshSimplify,9
256,Chman/Moments,1
257,Flafla2/Unity-Wiimote,0
258,modesttree/Projeny,0
259,KeyleXiao/UNITY3D-DATA-VIEWER,0
260,unity-plugins/google-services-unity,0
261,akof1314/UnityAssetDanshari,0
262,GlitchEnzo/UnityPSDLayoutTool,0
263,mopsicus/UnityMobileInput,4
264,vis2k/Mirror,18
265,keijiro/Boids,0
266,IronWarrior/UnityReplaySystem,7
267,tsubaki/Unity-Excel-Importer-Maker,0
268,bitcraftCoLtd/protobuf3-for-unity,0
269,jeffvella/UnityNativeCollision,0
270,nickjanssen/UnityToThreeExporter,0
271,sschmid/Entitas-CSharp,0
272,mjholtzem/Unity-2D-Destruction,1
273,Unity-Technologies/unityscript2csharp,0
274,keijiro/KvantSwarm,0
275,fmod/UnityIntegration,0
276,georgejecook/UnityTimelineEvents,0
277,playdeadgames/temporal,0
278,Amaranthos/UnityHexGrid,0
279,tutsplus/UnityFruitCutter,4
280,TomorrowTodayLabs/NewtonVR,0
281,ProtoTurtle/UnityBitmapDrawing,0
282,ExtendRealityLtd/VRTK,0
283,Unity-Technologies/AutoLOD,0
284,NetEase/pomelo-unityclient,0
285,opencog/unity3d-opencog-game,20
286,talecrafter/AnimationImporter,0
287,Real-Serious-Games/Unity-Weld,0
288,JustInvoke/Randomation-Vehicle-Physics,23
289,MEyes/uMVVM,0
290,lordofduct/spacepuppy-unity-framework,101
291,keijiro/FFmpegOut,0
292,keijiro/Pcx,0
293,Mizipzor/UnityTileMap,10
294,andrewmacquarrie/UnityProjectionMapping,12
295,Scrawk/Ceto,23
296,keijiro/ShaderGraphExamples,0
297,javierquevedo/bubble-shooter-unity3d,2
298,Kogarasi/Unity-Webview,0
299,Looking-Glass/JoyconLib,0
300,javierquevedo/bubble-shooter-unity3d,2
301,cfoulston/Unity-Reorderable-List,1
302,cesardeazevedo/Unity3D-Python-Editor,0
303,yasirkula/UnityDynamicPanels,7
304,luzan/UnityVideoPlayer,0
305,mattatz/unity-teddy,7
306,123zzj123/Unity,119
307,CodeGize/UnitySapi,0
308,dbrizov/NaughtyCharacter,6
309,newyellow/Unity-Runtime-Animation-Recorder,6
310,Bunny83/UnityWindowsFileDrag-Drop,0
311,Seneral/Node_Editor_Framework,0
312,vovacooper/Unity3d_MQTT,0
313,judah4/HSV-Color-Picker-Unity,1
314,k-lock/Unity3D,115
315,Leopotam/LeopotamGroupLibraryUnity,12
316,adevine1618/KinectSDK-Unity3D_Interface_Plugin,0
317,andydbc/unity-shadergraph-sandbox,0
318,microsoft/unityplugins,3
319,unitycontainer/container,0
320,traggett/UnityFramework,0
321,microsoft/MRDL_Unity_PeriodicTable,0
322,yasirkula/UnitySimplePatchTool,0
323,FatihBAKIR/UnityPacker,0
324,mortennobel/UnityUtils,0
325,HipsterSloth/psmove-unity5,57
326,WestHillApps/UniGif,0
327,5argon/protobuf-unity,0
328,valryon/water2d-unity,0
329,wudixiaop/ShaderlabVS,0
330,Xerxes1138/UnitySSR,0
331,zulfajuniadi/unity-ecs-navmesh,9
332,asus4/UnityNativeDialogPlugin,0
333,coding2233/UnityPaint,4
334,inkle/ink-unity-integration,1
335,Meragon/Unity-WinForms,0
336,nhn/socket.io-client-unity3d,0
337,bitrave/azure-mobile-services-for-unity3d,7
338,Elringus/SpriteDicing,0
339,jamiltron/2048-unity,11
340,EdyJ/blender-to-unity3d-importer,0
341,Over17/UnityAndroidPermissions,0
342,andydbc/unity-frosted-glass,2
343,prime31/RecyclerKit,0
344,ouya/ouya-unity-plugin-old,47
345,robertcupisz/LightShafts,0
346,keijiro/SkyboxPlus,0
347,mattatz/unity-triangulation2D,3
348,s-m-k/Unity-Animation-Hierarchy-Editor,0
349,stillwwater/command_terminal,0
350,Tencent/InjectFix,0
351,paynechu/jsonfx-for-unity3d,0
352,unity3d-jp/NVIDIAHairWorksIntegration,9
353,onepf/OpenIAB-Unity-Plugin,0
354,rotorz/unity3d-reorderable-list,0
355,insthync/UnityMultiplayerARPG_MMO,0
356,meta-42/UnityFramework,13
357,ejlv/UnityDarkThemePatch,0
358,n-yoda/unity-vertex-effects,0
359,MrNerverDie/Unity-Flappy-Bird,1
360,azixMcAze/Unity-UIGradient,0
361,NoelFB/UnityTile3D,0
362,GreatArcStudios/unitypausemenu,2
363,Unity-Technologies/InputSystem,0
364,kimsama/unity3d-webview-csharp,2
365,winxalex/Unity3d-InputMapper,21
366,Elringus/SpriteGlow,0
367,williambl/unity-destruction,4
368,zs9024/UnityRTC,0
369,BepInEx/BepInEx,7
370,stella3d/job-system-cookbook,0
371,PlayFab/UnityEditorExtensions,0
372,mapbox/mapbox-ar-unity,97
373,keijiro/RippleEffect,0
374,ViveSoftware/ViveInputUtility-Unity,114
375,muckSponge/UnityAsync,1
376,soomla/soomla-unity3d-core,0
377,mattatz/unity-volume-rendering,4
378,eliasts/Ocean_Community_Next_Gen,7
379,tucano/UnityRandom,1
380,kode80/UnityTools,1
381,meta-42/UnityGameplayTutorials,29
382,yukihiko/ThreeDPoseUnitySample,22
383,Cotoff/UnityHeapEx,0
384,coding2233/TextInlineSprite,0
385,keijiro/UnityCubes,0
386,LingJiJian/NavmeshExport,2
387,jbruening/unity3d-extensions,0
388,PushyPixels/BreakfastWithUnity,75
389,CaptainHillman/UnityTools,27
390,jongallant/DungeonGenerator,1
391,coding2233/UnityGameFramework,23
392,neil3d/UnityRemoteLog,0
393,newman55/unity-mod-manager,12
394,sttsai/PBaseDefense_Unity3D_Ver5,2
395,heroiclabs/nakama-unity,0
396,rayosu/UnityDllInjector,0
397,OCASM/SSMS,0
398,marijnz/unity-toolbar-extender,0
399,prime31/TouchKit,44
400,sonicether/SEGI,31
401,meniku/NPBehave,1
402,Scrawk/Marching-Cubes,0
403,GameGrind/Simple-RPG-in-Unity,55
404,marcteys/unityFaceTracking,0
405,setchi/FancyScrollView,0
406,ray-cast/UnityVOXFileImport,0
407,SaiTingHu/HTFramework,15
408,miguel12345/UnityWireframeRenderer,0
409,Syn-McJ/TFClassify-Unity,0
410,mob-sakai/SoftMaskForUGUI,0
411,andydbc/unity-texture-packer,0
412,Ninjajie/Fusion,33
413,sjai013/UnityGameplayAbilitySystem,21
414,OSVR/OSVR-Unity,15
415,keijiro/NoiseBall,0
416,kyubuns/Baum2,0
417,Thundernerd/Unity3D-ExtendedEditor,13
418,keijiro/Firefly,0
419,dilmerv/UnityVFXEssentials,0
420,sideeffects/HoudiniEngineForUnity_deprecated,2
421,runwayml/unity,0
422,hussien89aa/Unity2DGameTutorial,7
423,gitgiter/unity3d-learning,23
424,ReaLisApp/Unity,57
425,Thundernerd/Unity3D-ExtendedEvent,0
426,UnityTutorialsHD/Unity-Tutorial-Assets,24
427,MrJoy/UnityREPL,0
428,nickgravelyn/UnityTiled,0
429,sharpaccent/Astar-for-Unity,0
430,adrenak/Tork,3
431,off99555/Unity3D-Python-Communication,0
432,keijiro/KinoContour,0
433,Unity-Technologies/DOTS-Shmup3D-sample,19
434,microsoft/xbox-live-unity-plugin,16
435,zezba9000/UnityMathReference,1
436,keijiro/SpektrLightning,1
437,robertoardila/support-unity-memoryprofiler,0
438,eral/UnityUIExtention,0
439,keijiro/KvantWig,0
440,codeMonkeyWang/UnityChanAR,26
441,jareguo/unity-ugui,0
442,marijnz/unity-shell,0
443,dgkanatsios/FlappyBirdStyleGame,9
444,paullj/unity-tilemap,0
445,OskarSigvardsson/unity-delaunay,30
446,Mukarillo/UnityDynamicScrollRect,10
447,AdamRamberg/unity-atoms,12
448,ThirdPartyNinjas/UnityTools,0
449,Brackeys/RPG-Tutorial,20
450,microsoft/MapsSDK-Unity,4
451,TobiasWehrum/unity-utilities,8
452,keijiro/UnityMrtTest,0
453,TheAllenChou/unity-cj-lib,2
454,dr-matt-smith/unity-5-cookbook-codes,69
455,mtschoen/JSONObject,0
456,Scrawk/Terrain-Topology-Algorithms,0
457,AllenKashiwa/StudyUnity,8
458,Dharengo/Spriter2UnityDX,0
459,xieliujian/UnityDemo_ProjectorShadow,5
460,f111fei/react-native-unity-demo,0
461,TakuanDaikon/DFGUI,37
462,sanukin39/UniClipboard,0
463,chenjd/Realistic-Real-Time-Grass-Rendering-With-Unity,0
464,neuecc/MessagePack-CSharp,0
465,kwanchangnim/Jello-Physics,0
466,FriskeKC31/UnityTutorials,16
467,igiagkiozis/CrystalAI,0
468,trulyspinach/Unity-Neural-Network-Tanks-AI,3
469,schlunsen/UnityAwesomium,8
470,miketucker/UnityAudioVisualizerTutorial,12
471,keijiro/KvantStream,0
472,zhenghongzhi/Unity-JumpJump,3
473,joexi/Excel4Unity,0
474,xasset/xasset,0
475,PhilSA/ECSPhysics,0
476,mr-kelly/KEngine,0
477,stereolabs/zed-unity,55
478,unity3d-jp/UnityChanBallRoll,33
479,Siccity/GLTFUtility,0
480,hecomi/UnityECSBoidsSimulation,0
481,L-Lawliet/UGUIExtend,0
482,Facepunch/Facepunch.Steamworks,0
483,kobakei/unity-gcm,0
484,jaredmessenger/unity3d-google-analytics,0
485,hiryma/UnitySamples,36
486,GameBuildingBlocks/PerfAssist,0
487,FICTURE7/UnityDissector,0
488,Shmaug/UnityPlanets,28
489,f15gdsy/2D-Light-of-Sight-Unity,15
490,leoin2012/Unity-MeshMask,0
491,EdoFrank/RainDropEffect,0
492,nicloay/Node-Inspector,3
493,Brackeys/NavMesh-Tutorial,0
494,NormandErwan/ArucoUnity,0
495,keijiro/KinoMotion,0
496,liortal53/MissingReferencesUnity,0
497,Unity-Technologies/usd-unity-sdk,0
498,TeamSirenix/odin-serializer,0
499,aschearer/unitysizeexplorer,0
500,JoaoBorks/unity-fastpacedmultiplayer,3
501,sloopidoopi/Spout4Unity,3
502,8thwall/xr-unity,17
503,GongFaxin/protobuf_for_unity,0
504,krockot/Unity-TaskManager,0
505,pharan/Unity-MeshSaver,0
506,MaxSigma/UnityExperiments,17
507,jknightdoeswork/gpu-physics-unity,0
508,yasirkula/UnityRuntimePreviewGenerator,0
509,cleavetv/unity-framework,5
510,trgrote/JPS-Unity,5
511,xuzhiping7/Unity3d-ShowFPS,0
512,possiblecee/UnityVision-iOS,6
513,adjust/unity_sdk,0
514,keijiro/KinoBokeh,0
515,sinbad/UnityInstancedHealthBars,0
516,daterre/Cradle,0
517,avseoul/Unity3D_RayMarching_MetaBall,3
518,smokelore/UnityPointCloud,5
519,luzexi/Unity3DuGUI-Toolkit,0
520,Konash/arabic-support-unity,0
521,yasgamesdev/MOBA_CSharp_Unity,26
522,vrm-c/UniVRM,5
523,taphos/unity-uitest,0
524,mattak/Unidux,0
525,konsfik/Unity3D-Coding-Examples,2
526,neuecc/LINQ-to-GameObject-for-Unity,0
527,keijiro/KvantWall,0
528,if1live/unity-scene-web-exporter,0
529,bkeiren/AwesomiumUnity,3
530,zoon/nunit-unity3d,0
531,Zuntatos/UnityHeapDump,0
532,Blueteak/Unity-Neural-Network,1
533,agens-no/PolyglotUnity,0
534,ashblue/unity-skill-tree-editor,0
535,agens-no/PolyglotUnity,0
536,xieliujian/UnityDemo_Splatoon,21
537,mminer/consolation,2
538,SubjectNerd-Unity/UnityPixelCamera,0
539,OpenHogwarts/hogwarts,92
540,google/play-instant-unity-plugin,7
541,mopsicus/infinite-scroll-unity,0
542,prime31/P31UnityAddOns,3
543,sideeffects/HoudiniEngineForUnity,0
544,eppz/Unity.Library.eppz.Geometry,0
545,abhimir/UnitySimpleMapGenerator,0
546,michaeljenkin/unityros,9
547,Gohla/unity3d-fps-networking-prototype,11
548,Shinao/Unity-GPU-Boids,17
549,brianasu/unity-ray-marching,0
550,amazon-archives/aws-sdk-unity,0
551,akadjoker/UnityAssimp,2
552,OneSignal/OneSignal-Unity-SDK,0
553,xoofx/UnityNuGet,0
554,IronWarrior/UnityCameraShake,0
555,Kink3d/kShading,0
556,darkfall/MagicaVoxelUnity,0
557,resonance-audio/resonance-audio-unity-sdk,14
558,pr0g/unity-portal-rendering,16
559,redbluegames/unity-mulligan-renamer,0
560,joeante/Unity.GPUAnimation,0
561,xieliujian/UnityDemo_Avatar,0
562,dentedpixel/LeanTween,26
563,Metapyziks/SanAndreasUnity,15
564,keijiro/KlakNDI,0
565,ShanguUncle/UnityChatSDK,4
566,SebLague/Blender-to-Unity-Character-Creation,14
567,dgkanatsios/InfiniteRunner3D,12
568,keijiro/UnityDxrTest,0
569,xuzhiping7/Unity3d-Timer,0
570,Seanba/SuperTiled2Unity,2
571,toxicFork/Unity3D-TextureAtlasSlicer,0
572,Brackeys/Portal-In-Unity,38
573,artgou/Unity3D-Protobuf-Socket,1
574,AyARL/UnityGUIExamples,0
575,googlevr/daydream-renderer-for-unity,0
576,tanhaiwang/udpkit,0
577,gwaredd/unium,2
578,nubick/unity-utils,1
579,Unity-Technologies/UnityOptions,0
580,mattatz/unity-procedural-tree,2
581,exmex/UnityMoba-server,0
582,MaxwellGengYF/Unity-Human-Skin-Shader-PC,13
583,Stereoarts/SAFullBodyIK,0
584,twitter-archive/twitter-kit-unity,0
585,jean-moreno/EdgeDetect-PostProcessingUnity,0
586,jongallant/UnityColorPicker,15
587,SardineFish/Unity2DLighting,1
588,Unity-Technologies/EditorXR,0
589,zeh/unity-tidbits,1
590,JISyed/Unity-XboxCtrlrInput,35
591,zeh/usfxr,17
592,kitasenjudesign/UnityARFaceDeformation,21
593,yasirkula/UnityAndroidRuntimePermissions,0
594,piti6/UnityGpuInstancedAnimation,6
595,supron54321/DotsUI,10
596,coppra/flappy_bird,4
597,MoMe36/Unity,71
598,thedersen/UnityConfiguration,0
599,kode80/kode80CloudsUnity3D,10
600,fo-dicom/fo-dicom,0
601,akof1314/AssetBundleReporter,0
602,keijiro/Flipbook,0
603,sanukin39/UniAndroidPermission,0
604,kode80/kode80CloudsUnity3D,10
605,miyabi/unity-swift,0
606,h8man/NavMeshPlus,0
607,tsarikovskiy/Unity3D-DynamicallyLoadingAnimation,0
608,skakac/2d-basketball-unity3d,9
609,skhamis/Unity-ECS-RTS,4
610,luzexi/Unity3DNetwork-http,0
611,skooter500/UnitySteeringBehaviours,23
612,Cysharp/UniTask,0
613,selfsame/unity-wave-function-collapse,0
614,SubjectNerd-Unity/Psd2UnityImporter,0
615,midworld/unity-googledrive,1
616,Leopotam/UnityPackedColor,0
617,xebecnan/UniLua,0
618,Robert-K/gpu-particles,3
619,Avatarchik/UnityExtensions,0
620,loomnetwork/unity-sdk,12
621,microsoft/MRDL_Unity_LunarModule,83
622,liuhaopen/UnityMMO-Resource,3
623,zhutaorun/HGFramework,36
624,kitasenjudesign/UnityGpuInstancing,2
625,OSVR/Unity-VR-Samples,28
626,tangrams/tangram-unity,0
627,chenjd/Unity-Boids-Behavior-on-GPGPU,0
628,ExtendRealityLtd/Zinnia.Unity,0
629,mob-sakai/UpmGitExtension,0
630,wacki/Unity-IndentShader,5
631,Arvtesh/UnityFx.Async,0
632,patricksebastien/libpd4unity,0
633,liuhaopen/UGUI-Editor,0
634,mtysgithub/Qualcomm.Vuforia.UnityExtensions,0
635,hammmm/unity-obj-loader,0
636,CarolSum/Unity3d-Learning,65
637,vedi/restifizer-unity3d,0
638,andydbc/HologramShader,2
639,dkrprasetya/simple-firebase-unity,5
640,Michsky/lomenui,7
641,federicodangelo/CubeWorld,20
642,keijiro/KinoVision,0
643,tinyantstudio/EnhancedScrollView,70
644,noisecrime/Unity-EasingLibraryVisualisation,10
645,jiangzhhhh/Unity-MultiProcess-BuildPipeline,0
646,Majchrzak/Flurry-Unity-3D,0
647,mattatz/unity-procedural-flower,3
648,tcmxx/UnityTensorflowKeras,7
649,azixMcAze/Unity-SerializableDictionary,0
650,udacity/RoboND-Rover-Unity-Simulator,85
651,MaxwellGengYF/Unity-MPipeline-Framework,0
652,keijiro/unity-audio-spectrum,0
653,Scrawk/PBD-Fluid-in-Unity,10
654,kenmaz/TempleRun-Unity,7
655,chris-chris/unity-core-server-login,0
656,hiddenswitch/Meteor-Unity,0
657,mcraiha/Unity-UI-emoji,0
658,maajor/OSMTrafficSim,0
659,leoin2012/Unity-CircleImage,0
660,tkyaji/UnityIPhoneXSupport,0
661,CymaticLabs/Unity3D.Amqp,4
662,thnewlands/unity-deformablesnow,32
663,gportelli/UnityScreenResolutionManager,1
664,ashwaniarya/Unity3D-Simple-Mobile-Joystick,0
665,xraxra/SDFr,10
666,Miraikomachi/MiraikomachiUnity,0
667,DragonBones/DragonBonesCSharp,26
668,vimeo/vimeo-unity-sdk,0
669,gilescoope/shader-graph-nodes,0
670,googlearchive/poly-toolkit-unity,4
671,Tiggilyboo/UnityQuadTreePlanet,0
672,suncube/Base-Helicopter-Controller,47
673,wacki/Unity-VRInputModule,83
674,keijiro/ColorSuite,0
675,Dandarawy/Unity3D_2DRopeEditor,0
676,xieliujian/UnityDemo_Splatoon2,7
677,JPBotelho/Unity-Road-Generator,0
678,ManlyMarco/RuntimeUnityEditor,4
679,deniszykov/csharp-eval-unity3d,0
680,playtomic/gameapi-unity3d,0
681,RoundBearChoi/2.5D_Platformer_Unity,28
682,Chman/SMAA,0
683,jeffvella/UnityAStarNavigation,4
684,FirebaseExtended/unity-solutions,0
685,EllanJiang/StarForce,2
686,Scrawk/Interactive-Erosion,14
687,jongallant/LiquidSimulator,4
688,Dandarawy/Unity3DPolylineEditor,0
689,keijiro/KinoBinary,0
690,Perfare/UnityLive2DExtractor,0
691,zeyangl/UnityAppNameLocalizationForIOS,0
692,M-Fatah/texture_maker,0
693,dpull/AssetBundlePatch,4
694,LightBuzz/Speech-Recognition-Unity,0
